items,scaled_items
-30.24049745,[-0.8592801627713023]
-47.92731991,[-1.2746886882741433]
-75.4224831,[-1.9204646734771904]
-73.27714739,[-1.8700774009179064]
-60.19844724,[-1.5628993559585926]
-50.53370849,[-1.3359046607504816]
-37.807774,[-1.0370119854781223]
-23.4866312,[-0.700652821613726]
-11.13230444,[-0.41048805773041797]
-0.209469207,[-0.15394458369980848]
12.63612401,[0.1477585034178119]
17.50452055,[0.26210201722976273]
16.4852347,[0.2381621584466487]
15.45657145,[0.21400205366310918]
14.11225539,[0.1824282447690955]
8.830802943,[0.05838333062561737]
8.044546101,[0.039916599467976724]
13.47910961,[0.1675576169051606]
24.08875191,[0.41674516169581316]
36.619149,[0.7110452707682027]
53.42820389,[1.1058377623388576]
70.42528256,[1.505046348512481]
59.33474449,[1.2445640557144888]
36.18762256,[0.7009100549847402]
25.85315698,[0.4581855566664787]
21.28940154,[0.3509971160987336]
22.91575396,[0.3891950831031571]
21.57203874,[0.35763538607457473]
13.76770032,[0.1743357163396996]
10.17412582,[0.08993381273572072]
10.99761509,[0.10927501798566083]
7.600946,[0.02949781088760438]
-1.056189109,[-0.173831404342646]
-4.661022898,[-0.2584977536746395]
-3.668132536,[-0.2351778429220327]
1.010461556,[-0.12529219909994713]
1.827317392,[-0.10610679261166657]
-1.711879205,[-0.1892315281682897]
-9.548545436,[-0.37329047777554525]
-25.18849426,[-0.7406242990207736]
-30.99042964,[-0.8768937406753922]
-26.13632226,[-0.7628858348506701]
-33.04437191,[-0.9251344651909622]
-21.95827936,[-0.6647565838502836]
-9.307869356,[-0.3676377441800838]
5.957260883,[-0.009107247335156495]
20.26274492,[0.326884140821436]
34.53020197,[0.6619823931626659]
44.34081017,[0.8924031086905629]
46.66766622,[0.9470537302464637]
38.70239996,[0.7599743653810503]
22.65196821,[0.3829995751364784]
-6.578456603,[-0.3035323159847934]
-55.19657676,[-1.4454209538571339]
-80.31859368,[-2.035459104010795]
-81.69259176,[-2.067730051364248]
-89.00342194,[-2.2394387453449682]
-71.4557781,[-1.827299093346482]
-60.11669771,[-1.5609793134074414]
-55.17291754,[-1.444865272263282]
-30.72476169,[-0.8706540256767002]
-9.199289042,[-0.3650875298473859]
-1.075868963,[-0.17429362298880136]
8.789179886,[0.05740573429510662]
11.05265515,[0.11056773804433144]
7.113936754,[0.01805947631707065]
-5.505949439,[-0.27834245383764583]
-22.43886877,[-0.6760441364127566]
-30.21366117,[-0.8586498619057854]
-27.15624672,[-0.7868406925992043]
-33.28506386,[-0.9307875715234325]
-53.56074355,[-1.4070003125423072]
-50.81912109,[-1.3426081162521168]
-44.27442484,[-1.1888935287265703]
-41.24404931,[-1.1177194196697198]
-38.63658202,[-1.0564781116458823]
-33.44800854,[-0.9346146359614012]
-15.30418635,[-0.5084726062113256]
4.457303231,[-0.044336593812919656]
15.85705354,[0.22340813408673751]
21.06498615,[0.34572629560676116]
17.73201258,[0.26744509843949793]
8.963320554,[0.06149575771720862]
1.614685989,[-0.11110084384928105]
-8.410307331,[-0.3465567999801954]
-12.11613255,[-0.43359512433029074]
-7.881891141,[-0.33414594490228844]
-0.194291035,[-0.15358809558191122]
3.280835359,[-0.0719681700960111]
7.612729566,[0.029774570253979855]
7.970763488,[0.038183675052446825]
1.536567605,[-0.11293560205898745]
-14.07276727,[-0.4795503967270751]
-21.21877848,[-0.6473880050191455]
-32.05751199,[-0.9019561907907876]
-48.54964443,[-1.2893051583507849]
-62.93206899,[-1.627103640420551]
-65.39179899,[-1.684875058364388]
-53.89582185,[-1.4148702610786144]
-36.17438149,[-0.9986486686256456]
-25.66924808,[-0.7519157130635005]
-38.63953619,[-1.0565474959237287]
-57.18383173,[-1.4920954008219787]
-69.96499783,[-1.792285295067567]
-82.69028728,[-2.091162820353777]
-91.1228345,[-2.289217163626315]
-81.362701,[-2.05998194203039]
-76.153471,[-1.9376333088488726]
-73.71945516,[-1.880465836656982]
-63.64551202,[-1.6438602012891208]
-53.11260235,[-1.3964748676507734]
-42.73391789,[-1.152711805182183]
-34.56388792,[-0.9608231767511991]
-25.37021284,[-0.74489230405927]
-21.14395576,[-0.6456306517206881]
-35.72461981,[-0.9880851636920137]
-27.23544948,[-0.7887009194331517]
-17.26812846,[-0.5545995065029474]
-13.28222483,[-0.46098301018319404]
2.105354336,[-0.09957656836117924]
22.66310959,[0.38326125154830054]
41.46400433,[0.8248358746746707]
45.60518301,[0.9220992996450482]
41.86490348,[0.8342517505423387]
38.18686696,[0.7478660964219207]
34.72397408,[0.6665334981834077]
27.26017951,[0.4912321457787084]
17.72672697,[0.2673209558773476]
7.468830743,[0.026394833841788593]
2.754726514,[-0.08432483280632659]
-15.67272627,[-0.5171284642718884]
-31.50389662,[-0.8889534852416411]
-44.7787666,[-1.2007389502173396]
-57.948362,[-1.5100518422846125]
-56.07805986,[-1.4661242540488335]
-44.11340141,[-1.1851115884838281]
-27.26846557,[-0.789476364841494]
-15.92652324,[-0.5230893668208468]
-10.77102386,[-0.40200269901943264]
-11.82906915,[-0.4268528966639295]
-19.00846507,[-0.5954746081032329]
-30.89910077,[-0.8747487091804279]
-29.10746188,[-0.8326686763643781]
-20.82325259,[-0.6380983303398928]
-5.886465129,[-0.28727958553957145]
9.713513609,[0.07911546252991933]
14.20813466,[0.184680151026823]
11.04323946,[0.11034659273073216]
1.262874364,[-0.11936380621725454]
-3.172390887,[-0.22353441132728613]
-1.352408989,[-0.1807886892847954]
5.467111429,[-0.020619335638335096]
14.48298896,[0.19113562485482882]
19.728333,[0.3143324646681638]
15.94273094,[0.225420430104488]
37.67465687,[0.7358358722979557]
53.47114539,[1.1068463248004428]
70.27477404,[1.5015113708470345]
85.17660643,[1.851509129597669]
86.16407082,[1.8747016011207003]
88.16729652,[1.92175115092923]
89.15145718,[1.9448660280957248]
69.54256342,[1.4843140175802385]
56.9907608,[1.1895111590922876]
41.6908703,[0.830164251679506]
37.78851303,[0.7385099998667701]
39.42927249,[0.7770463434934953]
50.11789148,[1.0280888054359534]
62.51470285,[1.3192514008538165]
73.83260513,[1.5850737727667443]
67.80922447,[1.4436032692790912]
63.46871816,[1.3416582573782436]
53.33738327,[1.1037046680578029]
40.22603847,[0.7957599016620791]
29.59646565,[0.546104250859483]
17.78798824,[0.26875979283625784]
11.07051666,[0.1109872494375811]
1.026329052,[-0.1249195209022839]
-21.19587871,[-0.646850160546993]
-22.21306442,[-0.6707406935644008]
-28.67711129,[-0.8225610776453045]
-26.11451902,[-0.7623737444624691]
-15.67514029,[-0.5171851621039044]
-2.796979285,[-0.21471715879952602]
9.799396874,[0.0811325936771169]
17.43076501,[0.2603697286749159]
15.91339636,[0.2247314519315231]
10.52539733,[0.09818408947990513]
6.496215782,[0.003551129284638139]
-2.207499624,[-0.20087211244686848]
-14.41465872,[-0.4875803649956959]
-29.93236043,[-0.8520429812243893]
-35.1160876,[-0.9737926321392836]
-26.18796338,[-0.76409872436562]
-13.53879135,[-0.4670089608596162]
-0.435039433,[-0.1592425277025778]
25.56811709,[0.45149085496513125]
48.66294997,[0.9939167483166569]
64.96537601,[1.3768101017559902]
66.62250802,[1.4157309857301745]
52.71545642,[1.089097538014325]
36.67146452,[0.7122739998445116]
24.54697221,[0.42750733334133945]
6.069942253,[-0.006460711934623054]
-9.222872991,[-0.3656414435592344]
-19.77183539,[-0.6134038059430936]
-29.74082313,[-0.8475443649493777]
-26.10231257,[-0.7620870528643828]
-14.01436674,[-0.4781787496654986]
-8.795593647,[-0.35560597886961703]
-9.261780224,[-0.3665552536191521]
-12.55747683,[-0.44396093068180165]
-24.80017299,[-0.7315038384882552]
-25.0042922,[-0.7362979647505994]
-14.68006308,[-0.49381388908398055]
-2.498113522,[-0.20769773028364147]
5.584533045,[-0.017861466582147337]
4.953562473,[-0.0326810055662122]
-4.376794797,[-0.25182211837553997]
-20.12120938,[-0.6216095158360477]
-46.01247162,[-1.2297148493322139]
-65.86951542,[-1.696095133549944]
-78.84823408,[-2.0009249238449502]
-86.95751169,[-2.1913866680322838]
-94.69431298,[-2.373100100349248]
-87.46118982,[-2.2032165029155433]
-84.84176324,[-2.1416943083143574]
-64.15770387,[-1.6558899970121381]
-32.82025801,[-0.9198707257626823]
-14.75170544,[-0.49549654560402256]
-5.441353061,[-0.27682528555043706]
6.244955843,[-0.002350186285978155]
4.360859561,[-0.04660175607365864]
-6.808512262,[-0.3089356088772791]
-11.09296365,[-0.4095640647631692]
-9.553494567,[-0.3734067174910668]
-9.265254822,[-0.36663686113430405]
-2.970612803,[-0.2187952708433019]
-4.766158192,[-0.26096705518753816]
-14.66378922,[-0.4934316666580967]
-42.34859706,[-1.1436618156660996]
-71.98314437,[-1.83968528906457]
-90.73797736,[-2.2801780647481418]
-84.52914278,[-2.1343518246871076]
-80.28833153,[-2.0347483400994997]
-81.07448911,[-2.053212739901062]
-72.57522659,[-1.8535914614447642]
-51.70044973,[-1.3633077886581586]
-28.81086564,[-0.8257025518947776]
-17.61040531,[-0.5626385266205416]
-13.13946286,[-0.45762997491698376]
-8.853277388,[-0.3569607907838821]
-10.01387558,[-0.3842196375739336]
-8.865705425,[-0.35725268677236394]
-2.852804632,[-0.21602832281077797]
-1.695732858,[-0.18885230062672895]
-5.281165088,[-0.27306296759775156]
-11.45578876,[-0.41808569968664805]
-25.14554269,[-0.739615500046165]
-40.86940399,[-1.1089201647261193]
-54.81993645,[-1.4365748427947382]
-65.31931449,[-1.6831726225913761]
-57.647966,[-1.5029964732544112]
-51.05595686,[-1.3481706528934232]
-40.78827168,[-1.1070146187557246]
-32.98973434,[-0.9238511983722847]
-37.29296589,[-1.024920741933633]
-31.86846633,[-0.8975160954005097]
-15.84300365,[-0.5211277510579834]
-11.31794637,[-0.4148482100747527]
-12.01596843,[-0.4312425802545196]
-7.199835478,[-0.31812657579749487]
-1.838777419,[-0.19221197307782062]
-3.750857435,[-0.2371207938615629]
-10.21034162,[-0.38883401464320977]
-25.58946554,[-0.7500418689981107]
-50.00597699,[-1.3235098869140736]
-75.40759968,[-1.9201151081682937]
-69.08719526,[-1.7716684390940884]
-66.67241103,[-1.7149526576890088]
-54.59206413,[-1.4312228297540583]
-27.85118677,[-0.8031626759365874]
-14.04405962,[-0.47887614319260785]
-11.38440716,[-0.41640916760910307]
-13.61485539,[-0.4687954689094171]
-20.0411245,[-0.6197285707431058]
-32.17895101,[-0.9048084161891483]
-47.02967293,[-1.253605748745169]
-48.20203082,[-1.2811407943164086]
-50.3823126,[-1.3323488415198468]
-52.58010504,[-1.383968159739751]
-58.1129623,[-1.513917792094137]
-68.05322259,[-1.7473836325254508]
-84.6239071,[-2.1365775442322947]
-58.64937996,[-1.5265165768503153]
-35.55948393,[-0.984206634771765]
-12.21612885,[-0.4359437268354996]
14.07106373,[0.1814607806142247]
26.56703876,[0.4749524224098205]
29.57423391,[0.5455820963371741]
31.82276329,[0.5983930676921507]
34.55684137,[0.6626080699284789]
39.40641292,[0.7765094431944842]
37.497031,[0.7316639923056769]
28.05269945,[0.5098459776556074]
16.1639744,[0.2306167518125619]
7.289802633,[0.02219001958717316]
0.556304449,[-0.13595893896190797]
-7.415681085,[-0.32319611870396764]
-8.66236295,[-0.352476803602683]
-10.81472761,[-0.4030291643660207]
-20.42859125,[-0.628828961254906]
-33.37175196,[-0.9328236057450165]
-46.36428966,[-1.237977962368613]
-50.4742311,[-1.3345077215921597]
-54.22794134,[-1.4226707163578864]
-52.50451719,[-1.382192835914036]
-53.25070651,[-1.3997185054269288]
-40.97507642,[-1.1114020818953496]
-34.66257257,[-0.9631409726718048]
-36.26405373,[-1.0007547910272914]
-41.75353026,[-1.1296855447716103]
-36.7743845,[-1.0127408757614977]
-23.58130873,[-0.7028765027313771]
-2.19297311,[-0.20053092975138523]
21.06462545,[0.3457178238840712]
31.99376885,[0.6024094571647676]
34.59518363,[0.6635086105273947]
38.12276844,[0.7463606212728183]
45.82387905,[0.9272357903694376]
52.78333843,[1.0906918755922614]
71.06312406,[1.520027264254625]
89.66873634,[1.9570153089297988]
84.42615572,[1.833883373269267]
71.16867386,[1.5225063012260358]
61.30653042,[1.2908751829755327]
56.06676941,[1.1678094711963816]
44.36190408,[0.8928985391201955]
32.36948781,[0.6112339285773145]
16.71153807,[0.243477321724882]
-0.543414077,[-0.16178791148577293]
-11.13396479,[-0.41052705419498237]
-14.41227257,[-0.48752432174341753]
-6.156767577,[-0.2936281505018438]
10.68957009,[0.10203999770273985]
18.19439444,[0.2783050122038984]
24.91561931,[0.43616570872720845]
33.3004052,[0.6330982867015297]
39.76308684,[0.784886605770046]
40.95754122,[0.8129406292611718]
36.27055552,[0.702857892630937]
33.30920158,[0.6333048863467642]
23.00803395,[0.3913624534528065]
4.465633281,[-0.044140946810995445]
-3.419195272,[-0.2293310797730939]
-6.11978761,[-0.29275960593430744]
-4.647291536,[-0.25817524662994756]
-10.4168798,[-0.39368495499769557]
-27.30127177,[-0.7902468805856402]
-42.94485573,[-1.1576660798850205]
-37.15949968,[-1.0217860351978165]
-25.31450074,[-0.7435837998683105]
-16.78575577,[-0.5432700702320222]
-3.562701743,[-0.23270160105542412]
0.632668189,[-0.13416539188995513]
-11.15348638,[-0.41098555571133505]
-33.63497091,[-0.939005801340138]
-56.70155004,[-1.4807681018584133]
-57.77226028,[-1.5059157598419262]
-47.73950962,[-1.270277607888189]
-40.07057037,[-1.0901580441158862]
-24.55133721,[-0.7256594588832739]
-7.191975916,[-0.31794197909738653]
1.671443194,[-0.10976779338789747]
4.761645355,[-0.03718854258635453]
9.031080215,[0.06308722169714288]
4.287725626,[-0.04831944505771884]
-3.337864103,[-0.22742086322243188]
-14.82863457,[-0.49730337193101204]
-30.19914996,[-0.8583090386537289]
-34.7814876,[-0.9659339173844089]
-37.6923247,[-1.0343004399988935]
-40.54679645,[-1.1013431156088695]
-53.63400078,[-1.4087208973429715]
-77.32636423,[-1.965180927893982]
-79.26165367,[-2.0106348659605726]
-69.70800281,[-1.7862492802570369]
-69.20547688,[-1.7744465069731217]
-69.29637954,[-1.7765815281189654]
-69.71063857,[-1.7863111860729435]
-81.0908279,[-2.053596487330977]
-99.44255761,[-2.4846216189790606]
-75.64025275,[-1.9255794061777851]
-53.37272093,[-1.4025842451841357]
-40.50802431,[-1.100432478463932]
-26.43220392,[-0.7698351760555081]
-12.53712699,[-0.4434829761454378]
-6.092878707,[-0.2921275993800827]
2.607560703,[-0.08778130061959258]
12.43539885,[0.1430440928482764]
21.68104286,[0.3601955542938997]
31.48902976,[0.5905547036263785]
44.18597114,[0.8887664207954898]
60.66507525,[1.275809393348905]
62.80694207,[1.3261151924562284]
51.61521707,[1.0632563329523443]
32.73260687,[0.6197624674733043]
21.19939902,[0.34888323644571534]
6.933057401,[0.013811182114221629]
2.263451606,[-0.09586335452838068]
4.656211709,[-0.0396648514610719]
4.061119746,[-0.05364171335627639]
-0.444298162,[-0.15945998648979742]
-7.607457551,[-0.32770035224548566]
-11.10693299,[-0.40989216117193744]
-9.501802149,[-0.37219262314542495]
-11.6256389,[-0.42207495193212186]
-19.23344616,[-0.6007587151311792]
-26.67966821,[-0.7756473436201453]
-27.20539137,[-0.7879949477877225]
-23.4911772,[-0.7007595930341554]
-7.470068309,[-0.32447350567266303]
15.28296261,[0.20992452122890512]
16.38052759,[0.23570291364599932]
9.432704781,[0.07252013533355753]
7.609079488,[0.029688841258656958]
-1.188154324,[-0.17693085736790215]
-4.257887098,[-0.2490293458453562]
-0.559105801,[-0.16215646134509218]
4.598626056,[-0.04101735959287164]
5.361098126,[-0.02310925885560676]
2.768232642,[-0.08400761580873298]
1.63900193,[-0.11052973791887051]
-2.258896697,[-0.20207927005578202]
-9.485162265,[-0.37180180395262696]
2.775404003,[-0.08383918281260856]
16.61903813,[0.24130478543288256]
32.92251049,[0.6242227136792162]
52.81512715,[1.0914384938914323]
71.48096207,[1.5298409813327316]
67.49028434,[1.4361123562320122]
53.11814187,[1.098555368520865]
42.56101943,[0.8506013521184551]
35.22895454,[0.6783939207534178]
25.96332923,[0.46077316063137025]
26.2035494,[0.46641518631695755]
33.86921386,[0.6464578354434379]
43.33737102,[0.8688354396716631]
53.65193686,[1.1110925549045805]
51.53300708,[1.0613254756259514]
42.39376585,[0.8466730850026404]
34.43689988,[0.6597910168585904]
30.15164281,[0.5591436380049145]
20.04015506,[0.3216561963591901]
-4.911346572,[-0.264377079288382]
-30.47294997,[-0.8647397504841887]
-41.21407225,[-1.1170153516370547]
-49.35878967,[-1.3083094668876187]
-46.70816956,[-1.2460546331517415]
-45.60724175,[-1.2201972583026715]
-51.64477974,[-1.3620002735003083]
-60.21269337,[-1.5632339533047694]
-57.1466581,[-1.4912223077120765]
-57.10642203,[-1.4902772873983072]
-49.79282824,[-1.318503684802274]
-45.30821309,[-1.213174003842204]
-44.5703431,[-1.1958437295517312]
-48.3335996,[-1.2842309363148152]
-44.33608585,[-1.190341754336515]
-32.05681112,[-0.9019397295313427]
-16.38649346,[-0.5338926386520391]
-5.528366633,[-0.278868964098407]
8.279580466,[0.04543682670087602]
11.078237,[0.11116857624532364]
4.541779208,[-0.042352515489900065]
-13.89801243,[-0.47544594831227016]
-33.8113341,[-0.943148024901016]
-54.69679479,[-1.433682627671063]
-68.37947847,[-1.7550463698178016]
-77.00178362,[-1.957557537490655]
-85.22032189,[-2.1505854752251174]
-93.44258864,[-2.3437009833743714]
-83.05941142,[-2.0998323999275916]
-62.08236148,[-1.6071466501451033]
-49.30599735,[-1.3070695392602185]
-41.04674154,[-1.1130852729771006]
-29.22904257,[-0.8355242291510214]
-16.42420861,[-0.5347784503848165]
0.69243583,[-0.13276163563714358]
20.56583556,[0.3340027985758664]
38.80223883,[0.7623192703445262]
41.8545377,[0.834008290565555]
36.08802931,[0.6985709188721853]
17.66753034,[0.2659306108994042]
11.85689903,[0.1294569288580602]
0.497091954,[-0.13734965655942571]
0.415853153,[-0.13925770367265652]
10.41796192,[0.09566076538617227]
14.05816802,[0.18115790043953375]
12.59709909,[0.14684192925579218]
14.51977129,[0.19199952754308242]
19.03658951,[0.29808555859688013]
14.38119986,[0.18874491504593635]
3.268510511,[-0.07225764249538105]
3.531780281,[-0.06607425329630318]
11.01269826,[0.10962927480164794]
20.6594325,[0.3362010999906576]
25.30270233,[0.44525708661314817]
34.86584121,[0.6698655164373309]
31.44891887,[0.5896126234020086]
17.63345294,[0.2651302386155197]
-0.783941872,[-0.1674371623271476]
-10.37777739,[-0.3927665608362546]
-19.58256649,[-0.6089584673385842]
-21.29912169,[-0.6492750174814318]
-26.80710712,[-0.7786404877993508]
-33.53628974,[-0.9366880871539237]
-28.03126585,[-0.8073921742122606]
-16.92669698,[-0.5465803415009908]
3.184044801,[-0.07424147967845925]
22.0733194,[0.36940891183391517]
37.88810196,[0.740849034515943]
39.49435583,[0.7785749490056129]
25.50296387,[0.44996060818885625]
1.459656962,[-0.1147419941837663]
-11.07892889,[-0.40923443184179104]
-25.07856508,[-0.7380424040152229]
-36.09289345,[-0.9967347676624243]
-45.03795825,[-1.2068265570439844]
-57.79001084,[-1.5063326653642795]
-69.8245093,[-1.7889856558458046]
-66.70064282,[-1.7156157347500651]
-64.96659888,[-1.6748884284234695]
-65.65449556,[-1.6910449848757865]
-60.01270801,[-1.5585369183394648]
-56.50018841,[-1.476038742585411]
-40.48653812,[-1.0999278345954948]
-15.7254311,[-0.5183663370309266]
-4.157538212,[-0.24667246219011582]
7.744304372,[0.03286485378441015]
20.76851622,[0.3387631377667502]
30.87416751,[0.5761134990947274]
39.65154634,[0.7822668658623471]
53.27735191,[1.1022947178647748]
70.84238587,[1.5148428097695164]
86.31294472,[1.8781981866393664]
78.92522139,[1.7046835113901053]
64.24314376,[1.359847109408347]
47.20872404,[0.959761497949017]
30.44854548,[0.5661169595634641]
19.49601023,[0.30887592437978256]
8.235098465,[0.04439208265549331]
-4.912760856,[-0.2644102964268709]
-7.950094889,[-0.3357478391065483]
-3.568746583,[-0.2328435755721571]
7.79619024,[0.03408349166970923]
23.81009144,[0.4102002927562157]
47.69642199,[0.9712160080374422]
71.69831507,[1.534945928218913]
67.39147012,[1.4337915171145421]
51.50099125,[1.060573523218269]
30.57949987,[0.5691926714490249]
18.25006917,[0.2796126386896266]
20.7525588,[0.3383883475336249]
33.71195271,[0.6427642594725067]
33.88746632,[0.6468865290379231]
40.46791105,[0.8014407373262918]
34.72588836,[0.6665784586749826]
38.85527849,[0.7635650072203048]
43.85043713,[0.8808857690466876]
53.33291361,[1.1035996896268667]
42.48349456,[0.848780533709194]
30.01012043,[0.555819716857721]
14.48451131,[0.19117138012801194]
-5.753910328,[-0.2841662849703898]
-24.85288274,[-0.7327418268028121]
-32.10379932,[-0.9030433364071496]
-36.99407139,[-1.0179006384748737]
-32.46678584,[-0.9115687623501999]
-21.07565981,[-0.6440265919778214]
-14.00026545,[-0.47784755416105823]
-4.831271153,[-0.26249635640494484]
11.32073852,[0.11686418375669107]
25.4619712,[0.44899781769103586]
37.6692499,[0.7357088793663412]
52.36565154,[1.0808817078535864]
63.78287363,[1.3490367936227552]
59.83723453,[1.2563659860537764]
46.61238556,[0.9457553592410806]
27.27447,[0.49156778500350634]
5.549834517,[-0.01867642723357002]
-13.89868203,[-0.4754616751365375]
-21.49981487,[-0.6539886769400951]
-18.65990608,[-0.5872880400289436]
-17.3535666,[-0.5566061830464234]
-19.636366,[-0.6102220507308197]
-27.48829191,[-0.7946394028022473]
-40.99688283,[-1.111914246737005]
-55.54461462,[-1.453595282206318]
-68.83744752,[-1.7658026403811935]
-65.57283497,[-1.6891270312489939]
-64.18290309,[-1.6564818484228532]
-65.21714262,[-1.6807729227040418]
-67.49130157,[-1.7341858530545955]
-70.12923962,[-1.7961428245906992]
-75.43902628,[-1.9208532213933847]
-80.44635573,[-2.038459837744949]
-87.49499169,[-2.2040104038555057]
-95.80142203,[-2.399102653327402]
-82.72352136,[-2.091943385670157]
-63.29901455,[-1.635722051916689]
-53.58349494,[-1.4075346720291182]
-49.6553154,[-1.3152739352963185]
-57.94926463,[-1.5100730422598043]
-39.89956138,[-1.086141574083223]
-18.57779917,[-0.585359603731591]
0.309311388,[-0.1417600388209407]
20.05428256,[0.32198800745512407]
37.75135576,[0.7376372910024551]
41.32689915,[0.8216156998359505]
34.72724087,[0.6666102249340775]
17.04904366,[0.2514042797642893]
8.439956065,[0.049203551405547746]
-4.254667981,[-0.24895373878538737]
-4.821909335,[-0.2622764763773027]
3.248997916,[-0.07271593274712163]
18.8241431,[0.29309585227025986]
35.6909434,[0.6892446041684499]
52.67833145,[1.0882255877766882]
52.05524358,[1.0735911889794605]
40.92715227,[0.8122268872117093]
32.88577455,[0.6233599005479783]
18.73925077,[0.29110199510843476]
0.796163487,[-0.13032539514534897]
-16.15112143,[-0.5283644807170547]
-21.19410377,[-0.6468084727192375]
-28.20210622,[-0.8114046838848465]
-24.88475956,[-0.7334905142973503]
-12.6840207,[-0.44693305315134124]
-5.743074826,[-0.28391179268275124]
-5.445414019,[-0.27692066484079425]
-10.5201046,[-0.39610938494040027]
-8.442672767,[-0.3473169635469651]
-1.43236933,[-0.18266670934343712]
13.83919993,[0.17601502010561348]
32.51209355,[0.6145832944860647]
38.14114726,[0.7467922826712378]
31.55820036,[0.592179306181141]
29.35218523,[0.5403668625122595]
31.13537404,[0.5822484291944902]
22.48346683,[0.3790420010742467]
23.09974104,[0.39351636816084484]
28.80600745,[0.527538842851558]
37.30444485,[0.7271407418018231]
46.9306667,[0.9532307946598383]
58.2629116,[1.2193900301693517]
69.45175591,[1.4821812312123654]
63.49236842,[1.3422137285295246]
49.73072563,[1.0189954821305782]
40.65855139,[0.805918286796801]
36.932284,[0.7183998393419256]
39.06372073,[0.7684606680303081]
37.29024716,[0.7268072821607946]
42.81681886,[0.8566092862333072]
52.61797335,[1.0868079634758925]
62.7227961,[1.3241388649726593]
73.97915952,[1.5885158801997525]
83.67410729,[1.8162200914604765]
82.98149697,[1.7999528262448086]
71.87162023,[1.5390163281531268]
65.17357118,[1.3816999596590762]
49.36777359,[1.0104708660156352]
43.12654914,[0.8638838885090618]
43.76252317,[0.8788209431811422]
48.97766724,[1.0013084794982554]
58.15109302,[1.2167637590261502]
56.38388027,[1.1752574203727504]
58.26519078,[1.2194435610285714]
62.90344485,[1.3283817430272757]
68.59844748,[1.4621396665103332]
75.85755029,[1.6326334452314903]
69.62272438,[1.486196749556081]
64.57220918,[1.3675758340690556]
64.81949004,[1.3733836934327142]
71.80103858,[1.5373585844164905]
83.82539974,[1.8197734812067887]
74.9561286,[1.611461849488612]
57.696285,[1.2060817312395116]
46.78702502,[0.9498570977380482]
32.17318025,[0.6066232737110101]
15.70506352,[0.21983836058773068]
-2.919945716,[-0.21760525833824085]
-22.60682122,[-0.6799888178142282]
-28.67120196,[-0.8224222858375867]
-26.00558716,[-0.7598152734061094]
-17.11490503,[-0.5510007640339292]
-11.71639213,[-0.4242064634313852]
-2.100364686,[-0.19835584550716978]
9.399921413,[0.0717501558421765]
11.36871914,[0.11799109949590812]
5.156285272,[-0.02791967666109926]
-4.958626922,[-0.26548754786029066]
-13.18142171,[-0.458615457982114]
-20.7299113,[-0.63590603334957]
-27.04462425,[-0.7842190274707986]
-32.93509448,[-0.9225678777686197]
-30.46194348,[-0.8644812422195074]
-10.86067355,[-0.40410829179161717]
10.31215765,[0.09317575170482816]
23.49878393,[0.4028886462465316]
35.36515855,[0.6815929299078114]
47.33602089,[0.9627513055800512]
43.96283019,[0.8835255329407924]
31.30934153,[0.5863343852032514]
24.43282195,[0.4248262982769797]
13.03191473,[0.15705439813122035]
11.96212531,[0.13192836734950245]
19.25019144,[0.3031024044993329]
31.42715434,[0.589101442191477]
44.60600887,[0.8986318024642138]
60.30793511,[1.2674212807135912]
70.82106301,[1.5143420020154874]
82.21964709,[1.7820593388181634]
67.34877768,[1.4327888042987933]
48.29481014,[0.9852702871275415]
36.59191479,[0.7104056237629296]
32.82747365,[0.6219905934856578]
19.49964941,[0.30896139741493395]
14.19730862,[0.18442588097217605]
15.91307673,[0.22472394481557242]
20.11804005,[0.32348547286874263]
15.65555293,[0.21867551060519763]
4.108755388,[-0.05252290007880083]
-9.299587339,[-0.36744322532414236]
-16.05495107,[-0.5261057376593332]
-15.34036124,[-0.509322242020647]
-10.83335268,[-0.40346660941210427]
-17.85285107,[-0.5683328245026958]
-25.23118713,[-0.741627021935887]
-26.55692316,[-0.772764443633526]
-21.0127796,[-0.64254973114663]
-19.50868471,[-0.6072232137982303]
-11.82102244,[-0.4266639044385702]
-2.740379015,[-0.21338779425386287]
6.492281733,[0.003458730692520095]
9.111385891,[0.06497335260234727]
14.61343673,[0.19419943781011723]
13.32209767,[0.16386989410309993]
5.928934354,[-0.009772549521070081]
14.4021209,[0.18923628529619138]
28.66264555,[0.52417171709299]
33.17899308,[0.6302466931006192]
32.06008924,[0.603967117139191]
20.99435551,[0.3440674012471848]
3.245886554,[-0.07278900897682024]
-19.31160553,[-0.6025944359747258]
-37.88913255,[-1.038922845123431]
-67.71528194,[-1.7394464562779106]
-88.08318352,[-2.2178252030578895]
-88.67827911,[-2.231802150140059]
-80.1073138,[-2.0304967958507105]
-72.72402752,[-1.8570863331247704]
-45.2505377,[-1.2118193880669914]
-18.65281452,[-0.5871214813104526]
-6.733821698,[-0.307181359512794]
-3.537689785,[-0.23211414784746562]
-0.865746271,[-0.169358493580689]
-6.16136718,[-0.2937361808902559]
-14.48112323,[-0.4891414099012922]
-18.18941756,[-0.5762377259998847]
-26.80044025,[-0.7784839037299012]
-39.32975429,[-1.072758575321671]
-44.76752554,[-1.200474932631917]
-50.06995321,[-1.3250124896160314]
-45.01053821,[-1.2061825454691868]
-32.09708297,[-0.9028855902061816]
-24.8683119,[-0.7331042098492775]
